document,label
DJK_G4B3_PMID_31095629.txt,Study
OPQ_G6B3_PMID-27429490.txt,Study
LMN_G5B4_CorpusID_150546126.txt,Study
DEK_G2B1_2.txt,Interview
DJK_G4B2_PMID_28675330.txt,Study
ABC_G1B1_10.1016_j.envres.2020.109851.txt,Method
GHQ_G3B4_PMID19853320.txt,Study
OPQ_G6B4_PMID-30678633.txt,Study
RST_G7B4_10.1016_j.ijggc.2020.103059.txt,Study
LMN_G5B5_10.1038_nature20584.txt,Method
LMN_G5B1_10.1126_science.1206432.txt,Method
LMN_G5B3_10.1016_j.resconrec.2019.03.023.txt,Study
LMN_G5B4_CorpusID_206634789.txt,Study
ABC_G1B1_Corpus ID 134198555.txt,Study
LMR_G5B1_10.1016_j.landurbplan.2012.05.009.txt,Study
ABC_G1B3_10.1016_j.scitotenv.2019.135300.txt,Policy
ABC_G1B3_10.1016_j.wasman.2017.08.046.txt,Study
DEK_G2B2_15.txt,Study
DIJ_G2B2_22.txt,Evaluation
ABC_G1B3_10.1016_j.renene.2019.11.103.txt,Study
LMR_G5B2_10.1016_j.gloenvcha.2013.12.002.txt,Tool
LMS_G5B2_10.1016_j.polgeo.2007.06.001.txt,Study
IJK_G4B1_CorpusID_2117278.txt,Review
GPQ_G6B3_PMID-30126130.txt,Study
GOQ_G6B4_PMID-19861318.txt,Study
EJK_G4B2_CorpusID_22144767.txt,Study
ABC_G1B1_Corpus ID 219057405.txt,Method
FGO_G3B2_PMID29360958.txt,Study
DIK_G2B1_7.txt,Method
RST_G7B4_S0921818115301879.txt,Study
FHO_G3B3_PMID29025820.txt,Study
GPQ_G6B3_PMID-27713111.txt,Study
GOQ_G6B2_PMID_28832751.txt,Study
ABC_G1B3_10.1016_j.esd.2018.05.011.txt,Study
EIJ_G4B2_CorpusID_37014306.txt,Interview
FPQ_G3B3_PMID28923031.txt,Study
EJK_G4B3_CorpusID_143128436.txt,Study
EJK_G4B1_CorpusID_158452910.txt,Study
HOP_G6B4_PMID-21214896.txt,Study
GOP_G6B2_PMID_31834399.txt,Study
ABC_G1B2_10.1016_j.egyr.2019.03.005.txt,Study
GHQ_G3B4_PMID31879251.txt,Study
DIJ_G2B3_42.txt,Other
FPQ_G3B2_Corpus ID207107929.txt,Study
LNS_G5B2_10.1641_B570408.txt,Study
GPQ_G6B4_PMID-12540687.txt,Study
GOQ_G6B4_PMID-25113960.txt,Study
DJK_G4B3_CorpusID_37816793.txt,Study
MNS_G7B3_S0034425715000498.txt,Study
ABC_G1B3_10.1016_j.esr.2020.100480.txt,Study
EIK_G4B1_CorpusID_150247546.txt,Study
RST_G7B4_PANGAEA.779549.txt,Study
DJK_G4B2_CorpusID_6427671.txt,Study
EIK_G4B1_CorpusID_19056463.txt,Study
LMS_G5B2_10.1111_ele.12748.txt,Tool
ABC_G1B3_10.1016_j.jclepro.2020.122709.txt,Study
ABC_G1B1_10.1016_0360-3199(93)90115-Q.txt,Study
FOQ_G3B4_PMID9839745.txt,Study
ABC_G1B2_10.1016_j.eneco.2019.104541.txt,Study
FOQ_G3B3_PMID30166294.txt,Study
DEI_G2B1_42.txt,Study
LMN_G5B4_10.1038_nclimate1687.txt,Study
GPQ_G6B3_PMID-12772488.txt,Study
FOQ_G3B2_PMID29336705.txt,Study
DIK_G2B2_45.txt,Study
OPQ_G6B4_PMID-17362725.txt,Study
HPQ_G6B2_PMID_31673350.txt,Prototype
FPQ_G3B2_CorpusID1063374.txt,Method
ABC_G1B2_10.1016_j.energy.2020.117952.txt,Study
GOP_G6B1_PMID_24430366.txt,Study
LMN_G5B4_10.5194_esd-7-327-2016.txt,Study
ABC_G1B2_10.1016_j.eneco.2019.104564.txt,Study
HPQ_G6B3_PMID-30518368.txt,Study
GHQ_G6B3_PMID-29913413.txt,Study
ABC_G1B1_10.1016_j.esd.2010.04.005.txt,Method
LNS_G5B3_10.1038_s41586-018-0872-x.txt,Other
RST_G7B4_10.1016_j.gloplacha.2020.103289.txt,Study
DEJ_G2B1_11.txt,Review
RST_G7B4_10.1016_j.scitotenv.2020.txt,Study
LMN_G5B4_10.1088_1748-9326_ab57b3.txt,Study
ABC_G1B2_10.1016_j.pursup.2018.05.001.txt,Study
ABC_G1B2_10.1016_j.energy.2020.118264.txt,Study
GHQ_G6B2_PMID_28618728.txt,Study
EIJ_G4B3_CorpusID_24962686.txt,Study
MNR_G5B3_10.1016_j.njas.2020.100324.txt,Study
IJK_G4B2_PMID_31210342.txt,Study
DEJ_G2B1_1.txt,Review
DJK_G4B1_CorpusID_207523603.txt,Study
ABC_G1B2_10.1016_j.renene.2020.06.134.txt,Study
GHQ_G6B2_PMID_29486757.txt,Study
NST_G7B3_S0038071715002758.txt,Study
RST_G7B4_PANGAEA.484066.txt,Study
MRS_G5B1_10.1029_2010RG000345.txt,Method
LMR_G5B3_10.1016_j.jclepro.2020.121634.txt,Study
HPQ_G6B4_PMID-22729161.txt,Method
LNR_G5B3_10.1016_j.resconrec.2019.02.030.txt,Study
ABC_G1B3_10.1016_j.scitotenv.2020.139768.txt,Method
MST_G5B1_10.1002_qj.776C.txt,Study
DEJ_G2B2_13.txt,Interview
FHO_G3B2_Corpus ID3738587.txt,Study
ABC_G1B3_10.1016_j.trpro.2019.06.045.txt,Study
LNS_G5B1_10.1016_j.landurbplan.2012.05.014.txt,Study
RST_G7B4_10.1016_j.scitotenv.2020.139863.txt,Study
FGH_G3B4_PMID30949286.txt,Study
HPQ_G6B3_PMID-29963284.txt,Study
ABC_G1B3_10.1016_j.energy.2009.04.010.txt,Policy
FHP_G3B3_PMID30758292.txt,Interview
ABC_G1B3_10.1016_j.envdev.2018.12.008.txt,Study
RST_G7B4_S0380133013000877.txt,Study
DIK_G2B3_16.txt,Interview
FOP_G3B2_PMID16053642.txt,Study
MRT_G7B2_S0019103515005862.txt,Method
LMR_G5B1_10.1016_j.cities.2011.07.002.txt,Study
EIK_G4B3_CorpusID_26082256.txt,Interview
MST_G7B3_S0304380009001999.txt,Study
FGQ_G3B3_PMID30712399.txt,Study
DEI_G2B2_2.txt,Interview
RST_G7B4_S0038071715004149.txt,Study
FHQ_G3B2_Corpus ID206682864.txt,Study
GHP_G3B4_CorpusID24002079.txt,Study
RST_G7B4_S0143622815001654.txt,Study
FPQ_G3B1_PMID28830297.txt,Review
DIK_G2B1_13.txt,Study
ABC_G1B1_10.1016_j.energy.2017.06.117.txt,Study
FHP_G3B4_Corpus ID205781662.txt,Study
IJK_G4B2_CorpusID_43703653.txt,Study
HOQ_G6B2_PMID_28542166.txt,Study
ABC_G1B2_10.1016_j.cosrev.2020.100275.txt,Study
LNS_G5B2_10.1021_acs.estlett.6b00396.txt,Study
ABC_G1B3_10.1016_j.jenvman.2020.110331.txt,Method
EIK_G4B1_CorpusID_18466795.txt,Study
RST_G7B3_S2212096314000023.txt,Method
LNR_G5B3_10.1016_j.landusepol.2020.104858.txt,Review
ABC_G1B1_10.1016 j.enpol.2012.03.053.txt,Study
RST_G7B4_S0306261909001688.txt,Study
DEI_G2B2_25.txt,Study
EIJ_G4B3_CorpusID_12995195.txt,Interview
GHP_G3B4_PMID28166863.txt,Study
GHO_G6B2_PMID_30965556.txt,Study
MRS_G5B1_10.1016_j.landusepol.2013.03.016.txt,Study
LRT_G5B2_10.1038_nclimate3325.txt,Method
EIK_G4B1_CorpusID_79517163.txt,Study
EIJ_G4B2_CorpusID_15168339.txt,Evaluation
GOP_G6B2_PMID_31113395.txt,Study
ABC_G1B2_10.1016_j.energy.2019.116132.txt,Study
FHP_G3B2_Corpus ID51954137.txt,Study
FGP_G3B1_PMID27814893.txt,Study
DEK_G2B3_37.txt,Study
DIJ_G2B3_28.txt,Evaluation
LMR_G5B2_10.1016_j.biocon.2019.01.020.txt,Study
FHQ_G3B2_PMID31828055.txt,Study
MRS_G5B1_10.1111_1365-2435.12657.txt,Study
EIJ_G4B2_CorpusID_45958946.txt,Interview
FGP_G3B1_PMID28118360.txt,Study
LMT_G5B1_10.1109_EE1.2018.8385263.txt,Study
RST_G7B4_10.1016_j.scitotenv.2019.04.229.txt,Study
DEI_G2B1_43.txt,Study
MNS_G7B3_S0049089X12000609.txt,Method
FOQ_G3B4_PMID25292329.txt,Study
ABC_G1B1_10.1016_j.atmosenv.2014.08.064.txt,Method
HOP_G6B3_PMID-24012249.txt,Study
GOQ_G6B3_PMID-25785719.txt,Study
LMT_G5B1_10.1016_j.jag.2012.01.026.txt,Tool
EIK_G4B3_CorpusID_49351300.txt,Study
FHQ_G3B2_Corpus ID25415787.txt,Study
ABC_G1B1_Corpus ID 122138175.txt,Method
GHQ_G6B2_PMID_21554387.txt,Study
LMN_G5B3_10.1038_s41586-019-1648-7.txt,Study
DJK_G4B2_CorpusID_25571319.txt,Study
DIK_G2B2_30.txt,Study
RST_G7B4_PANGAEA.896237.txt,Study
ABC_G1B2_10.1016_j.jclepro.2020.121262.txt,Method
HOP_G6B2_PMID_27543591.txt,Study
DJK_G4B2_CorpusID_23176950.txt,Study
FGP_G3B1_CorpusID31466178.txt,Study
ABC_G1B3_10.1016_j.resconrec.2018.02.033.txt,Study
FPQ_G3B4_CorpusID2106662.txt,Study
FPQ_G3B2_PMID30338645.txt,Study
MNS_G7B3_S1875963711000474.txt,Study
HOP_G6B1_PMID_4077331.txt,Method
FGP_G3B1_CorpusID205470416.txt,Study
HOQ_G6B2_PMID_26773920.txt,Study
ABC_G1B2_10.1016_j.jrurstud.2019.10.014.txt,Policy
ABC_G1B2_10.1016_j.resourpol.2019.03.010.txt,Study
GHP_G6B2_PMID_25095757.txt,Study
DIJ_G2B2_14.txt,Study
DEJ_G2B2_20.txt,Study
DEK_G2B2_1.txt,Study
HPQ_G6B3_PMID-16381081.txt,Study
FPQ_G3B4_PMID31101799.txt,Study
ABC_G1B2_10.1016_j.energy.2019.02.114.txt,Policy
LMR_G5B3_10.1016_j.resconrec.2019.02.001.txt,Study
EIJ_G4B2_CorpusID_6274264.txt,Study
HOP_G6B4_PMID-25227899.txt,Study
DEK_G2B1_22.txt,Study
LMN_G5B5_10.1007_s10584-015-1586-9.txt,Study
RST_G7B4_S0960148113007039.txt,Study
FOP_G3B2_PMID24964859.txt,Study
GOQ_G6B4_PMID-19291075.txt,Study
GHO_G6B2_PMID_30192880.txt,Study
IJK_G4B1_CorpusID_150824019.txt,Study
NRS_G7B3_S0140988312000849.txt,Study
LMS_G5B3_10.1080_14693062.2019.1690968.txt,Study
EJK_G4B2_CorpusID_12050442.txt,Study
GOQ_G6B1_PMID_24418018.txt,Study
FGO_G3B1_arXiv2007.09911.txt,Method
LMR_G5B1_10.1016_j.jup.2014.07.003.txt,Study
MNR_G5B3_10.1016_j.foreco.2015.05.036.txt,Study
HOQ_G6B4_PMID-27140213.txt,Study
HOQ_G6B2_PMID_31167228.txt,Prototype
ABC_G1B1_Corpus ID 109373117.txt,Method
RST_G7B4_CAM.44098.txt,Study
LST_G5B3_10.1007_s10668-019-00414-4.txt,Study
EIK_G4B1_CorpusID_25535506.txt,Study
EIJ_G4B1_CorpusID_5369989.txt,Study
DJK_G4B1_CorpusID_23208134.txt,Study
FHO_G3B3_PMID29339013.txt,Study
EIK_G4B3_CorpusID_208358160.txt,Study
RST_G7B4_S1462901114001762.txt,Study
GOQ_G6B3_PMID-25560097.txt,Study
NRS_G7B3_S0959652615002097.txt,Study
DJK_G4B1_CorpusID_206153871.txt,Study
LNS_G5B3_10.1016_j.landusepol.2019.04.007.txt,Study
MNT_G5B1_10.1017_S1751731111002448.txt,Study
DJK_G2B1_29.txt,Study
HOP_G6B2_PMID_31117173.txt,Study
DEK_G2B1_27.txt,Study
GPQ_G6B3_PMID-30799587.txt,Study
FOP_G3B1_CorpusID3220257.txt,Review
LMN_G5B3_10.1038_nclimate2617.txt,Method
LNT_G5B2_10.2489_jswc.69.6.471.txt,Method
LMN_G5B5_10.1016_j.compositesb.2016.09.041.txt,Study
FPQ_G3B4_CorpusID4766006.txt,Study
LMN_G5B5_10.1126_sciadv.1501693.txt,Study
RST_G7B4_S0038071709000273.txt,Study
MRS_G7B3_S0308521X08000401.txt,Method
ABC_G1B3_10.1016_j.jclepro.2019.05.202.txt,Policy
RST_G7B4_PANGAEA.884782.txt,Study
RST_G7B4_S0959378012001288.txt,Study
LMN_G5B4_CorpusID_20900474.txt,Study
GHO_G6B2_PMID_12792688.txt,Study
DEI_G2B3_25.txt,Interview
FGO_G3B1_PMID30883959.txt,Study
DEK_G2B2_27.txt,Study
FGH_G3B2_PMID15841588.txt,Study
HOP_G6B4_PMID-21309208.txt,Study
ABC_G1B1_10.1016 j.jclepro.2019.119080.txt,Study
ABC_G1B2_10.1016_j.jclepro.2020.121186.txt,Method
NRT_G7B1_arXiv_physics@0503119.txt,Study
OPQ_G6B4_PMID-19134512.txt,Study
ABC_G1B1_10.1016_S0140-6736(10)60062-1.txt,Study
DEJ_G2B1_33.txt,Treatment
ABC_G1B2_10.1016_j.apenergy.2018.01.084.txt,Method
DIJ_G2B3_26.txt,Study
GOP_G6B4_PMID-11328246.txt,Study
DEJ_G2B2_3.txt,Review
GHO_G6B2_PMID_27595671.txt,Study
IJK_G4B3_CorpusID_73136436.txt,Review
EIK_G4B3_CorpusID_153302523.txt,Study
NRT_G7B3_S1361920905000155.txt,Study
DEI_G2B3_8.txt,Study
LMN_G5B5_10.1002_2015JD024699.txt,Study
MRS_G7B2_S0264837714000532.txt,Study
ABC_G1B1_Corpus ID 115998981.txt,Study
FOP_G3B2_Corpus ID16183982.txt,Study
LMS_G5B3_10.1016_j.cosust.2020.04.005.txt,Study
LMN_G5B5_10.1289_ehp.1510363.txt,Study
ABC_G1B1_Corpus ID 106954240.txt,Policy
LMN_G5B5_10.1002_2016GL069965.txt,Method
EIJ_G4B1_CorpusID_16717056.txt,Study
RST_G7B4_S095965261200666X.txt,Study
DEK_G2B1_46.txt,Study
FGO_G3B4_CorpusID13451005.txt,Study
GHP_G3B4_CorpusID30065054.txt,Study
ABC_G1B3_10.1016_j.eiar.2019.106310.txt,Study
DEJ_G2B2_35.txt,Evaluation
